plan_index,status,title,parent_category,subject,material_category,file_count,size_mb,upload_mode_hint,tags,description
92,skipped_by_default_policy,电磁场电磁场与电磁波习题答案 Chapter.4,课程,电磁场,电磁场与电磁波习题答案 Chapter.4,49,4.0,single_page_multi_file,电磁场 | 电磁场与电磁波习题答案 Chapter.4 | 拉普拉斯方程 | 边界条件 | 习题 | 镜像法 | 电势分布 | 电场强度 | 点电荷,收录电磁场相关电磁场与电磁波习题答案 Chapter.4，共49个文件，约4.0MB。关键词：电磁场、拉普拉斯方程、边界条件、习题、镜像法、电势分布、电场强度、点电荷。内容概览：平行板电容器上下极板间距d，电势分别为V0和0。介电常数6.0、厚度0.8d的电介质板置于下极板上。忽略边缘效应，求电介质内和空气间隙的电势与电场分布，上下极板面电荷密度，并与无电介质时比较。 平行板电容器接固定电压时，电场强度与介电常数成反比，电通密度与介电常数无关。推导基于电容公式和电场强度、电通密度的定义。
93,skipped_by_default_policy,电磁场电磁场与电磁波习题答案 Chapter.5,课程,电磁场,电磁场与电磁波习题答案 Chapter.5,48,2.69,single_page_multi_file,电磁场 | 电磁场与电磁波习题答案 Chapter.5 | 电流密度 | 电导率 | 习题 | 电阻 | 电场强度 | 边界条件 | 拉普拉斯方程,收录电磁场相关电磁场与电磁波习题答案 Chapter.5，共48个文件，约2.7MB。关键词：电磁场、电流密度、电导率、习题、电阻、电场强度、边界条件、拉普拉斯方程。内容概览：针对空间电荷限制真空二极管，求解电极间电势V(y)和电场E(y)、总电荷量、阴极和阳极表面电荷，以及电子从阴极到阳极的渡越时间（V0=200V，d=1cm）。 该文本解释了欧姆定律的点形式推导过程，从电荷载流子的稳态运动出发，定义电流密度J，并引入电子迁移率和电导率，最终得到J=σE的点形式欧姆定律。
94,skipped_by_default_policy,电磁场电磁场与电磁波习题答案 Chapter.6,课程,电磁场,电磁场与电磁波习题答案 Chapter.6,101,6.21,consider_zip_or_split,电磁场 | 电磁场与电磁波习题答案 Chapter.6 | 磁通密度 | 习题 | 磁场强度 | 互感 | 安培环路定律 | 矢量磁位 | 力,收录电磁场相关电磁场与电磁波习题答案 Chapter.6，共101个文件，约6.2MB。关键词：电磁场、磁通密度、习题、磁场强度、互感、安培环路定律、矢量磁位、力。内容概览：该PDF文件为电磁场课程习题Problem_1，涉及点电荷在均匀磁场中的运动。给定正点电荷q、质量m、初速度u0沿y方向，磁场B沿x方向。通过洛伦兹力推导运动方程，求解二阶线性齐次微分方程，得到电荷在y-z平面内的圆周运动轨迹，并给出位移表达式。 磁通量守恒定律指出，通过任意闭合曲面的总磁通量为零，即磁场线无源，不存在孤立磁荷。该定律可用点形式和积分形式表示
95,uploaded,电磁场电磁场与电磁波习题答案 Chapter.7,课程,电磁场,电磁场与电磁波习题答案 Chapter.7,74,3.54,consider_zip_or_split,电磁场 | 电磁场与电磁波习题答案 Chapter.7 | 习题 | 磁场 | 电场 | 麦克斯韦方程 | 矢量磁位 | 麦克斯韦方程组 | 边界条件,收录电磁场相关电磁场与电磁波习题答案 Chapter.7，共74个文件，约3.5MB。关键词：电磁场、习题、磁场、电场、麦克斯韦方程、矢量磁位、麦克斯韦方程组、边界条件。内容概览：该文本片段推导了静止回路中变压器电动势用随时间变化的矢量磁位A表示的公式，涉及法拉第定律、磁通量、矢量磁位与磁场的关系以及斯托克斯定理的应用。 理想变压器的特性包括：磁导率无穷大、绕组电阻为零、无漏磁通，且原副边电压比等于匝数比，电流比等于匝数反比。
96,uploaded,电磁场电磁场与电磁波习题答案 Chapter.8,课程,电磁场,电磁场与电磁波习题答案 Chapter.8,88,6.0,consider_zip_or_split,电磁场 | 电磁场与电磁波习题答案 Chapter.8 | 均匀平面波 | 反射系数 | 习题 | 平面波 | 传输系数 | 垂直极化 | 平行极化,收录电磁场相关电磁场与电磁波习题答案 Chapter.8，共88个文件，约6.0MB。关键词：电磁场、均匀平面波、反射系数、习题、平面波、传输系数、垂直极化、平行极化。内容概览：推导无源导电介质中E和H场的波方程，基于麦克斯韦方程和本构关系，通过安培定律和法拉第定律的旋度运算得到波动方程。 相速度是等相位面传播的速度，由角频率与波数之比给出，等于光速，适用于纯正弦波，且在某些情况下波速依赖于频率。
97,skipped_by_default_policy,电磁场电磁场与电磁波习题答案 Chapter.9,课程,电磁场,电磁场与电磁波习题答案 Chapter.9,109,6.36,consider_zip_or_split,电磁场 | 电磁场与电磁波习题答案 Chapter.9 | 传输线 | 特性阻抗 | 反射系数 | 负载阻抗 | 驻波比 | 输入阻抗 | 史密斯圆图,收录电磁场相关电磁场与电磁波习题答案 Chapter.9，共109个文件，约6.4MB。关键词：电磁场、传输线、特性阻抗、反射系数、负载阻抗、驻波比、输入阻抗、史密斯圆图。内容概览：该PDF文件为电磁场课程习题解答，证明沿平行板传输线+z方向传播的y极化TEM波满足特定场分量关系。通过亥姆霍兹方程推导电场和磁场的传播方向及表达式，最终验证其横电磁波特性。 解释striplines（带状线）是平行板传输线的改进形式，用于固态微波器件和系统。
98,uploaded,电磁场课件,课程,电磁场,课件,22,50.06,single_page_multi_file,电磁场 | 课件 | 静电场 | 基本方程 | 边值问题 | 时变场 | 时谐场 | 波导管 | 波导,收录电磁场相关课件，共22个文件，约50.1MB。关键词：电磁场、静电场、基本方程、边值问题、时变场、时谐场、波导管、波导。内容概览：静电场基本方程的PPT课件，涵盖电磁场学科中的静电场核心方程。 静电场边值问题的PPT课件
99,uploaded,电磁场课程资料,课程,电磁场,课程资料,4,23.97,single_page_multi_file,电磁场 | 课程资料 | 无损耗均匀传输线 | 暂态分析 | 传输线方程 | 波反射 | 波透射 | 电动力学 | 矢势,收录电磁场相关课程资料，共4个文件，约24.0MB。关键词：电磁场、无损耗均匀传输线、暂态分析、传输线方程、波反射、波透射、电动力学、矢势。内容概览：第21章无损耗均匀传输线的暂态分析，包括传输线微分方程、通解、发出波、反射与透射、多次反射。 电动力学总结，包含电磁场基本方程、矢势标势、达朗贝尔方程、推迟势、反射折射、波导、辐射等核心内容。
100,uploaded,电路实验lesson_1,课程,电路实验,lesson_1,2,6.2,single_page_multi_file,电路实验 | lesson_1 | 电路测试技术基础 | 虚拟仪器 | 实验简介 | 课程内容 | 成绩分配 | 实验室开放 | 直流单元 | 实验规则,收录电路实验相关lesson_1，共2个文件，约6.2MB。关键词：电路测试技术基础、虚拟仪器、实验简介、课程内容、成绩分配、实验室开放、直流单元、实验规则。内容概览：电路测试实验课程介绍，涵盖基本测试原理、误差分析、仪器使用、测量方法、安全操作及仿真技术。成绩由平时、综合实验和期末考试构成，实验室开放供预习不足学生补充实验。引入虚拟仪器技术。 电路实验课程第一次课，介绍电路测试技术基础直流单元，强调实验规则包括安全操作、接线原则、仪表使用及实验台整理。
101,uploaded,电路实验lesson_2,课程,电路实验,lesson_2,4,2.6,single_page_multi_file,电路实验 | lesson_2 | 故障检查 | 线性有源一端口网络 | 电压表 | 电流表 | 二极管 | 电阻 | 短路,收录电路实验相关lesson_2，共4个文件，约2.6MB。关键词：电路实验、故障检查、线性有源一端口网络、电压表、电流表、二极管、电阻、短路。内容概览：实验三故障检查，学习用电压表和电流表查找电路故障，包括电阻短路/开路、二极管开路/短路/反接等故障类型，记录检测步骤与数据，画出实际故障线路图。 本实验学习线性有源一端口网络等效电路参数的测量方法，要求设计开路电压约8V、等效电阻约100-120Ω的网络，测量端口伏安特性并计算等效参数，最后验证原网络与等效网络的等效性。
102,uploaded,电路实验lesson_3,课程,电路实验,lesson_3,3,1.92,single_page_multi_file,电路实验 | lesson_3 | 交流参数 | 三表法 | 同名端 | 互感系数 | 等效电感法 | 互感 | 互感电动势法,收录电路实验相关lesson_3，共3个文件，约1.9MB。关键词：电路实验、交流参数、三表法、同名端、互感系数、等效电感法、互感、互感电动势法。内容概览：实验四介绍用三表法（交流电流表、电压表、功率表）测量无源网络交流等效参数，以及测量耦合线圈同名端和互感系数的方法。内容包括实验目的、预习要求、任务与方法（如等效电感法和互感电动势法）、注意事项及报告要求。 实验四要求完成三件事：用等效电感法判断互感元件同名端并填表1；测互感系数M，包括等效电感法（填表2）和互感电动势法（自设计线路）；用三表法测交流参数并判断
103,uploaded,电路实验lesson_4,课程,电路实验,lesson_4,4,2.13,single_page_multi_file,电路实验 | lesson_4 | 实验 | 日光灯电路 | 功率因数 | 三相电路 | 提高功率因数 | 星形连接 | 对称负载,收录电路实验相关lesson_4，共4个文件，约2.1MB。关键词：实验、日光灯电路、功率因数、三相电路、提高功率因数、电路实验、星形连接、对称负载。内容概览：本实验旨在加深对提高功率因数意义的理解，掌握提高功率因数的方法，并了解日光灯电路的工作原理。通过测量不同电容值下的电压、电流、功率等数据，绘制cosφ=f(C)和I=f(C)曲线，并计算使负载端cosφ=1所需并联电容值。 实验六研究三相电路星形连接下对称与不对称负载的电压电流关系，包括相序测定、负载对称/不对称工况测量，以及有/无中线的影响。实验要求预习相
104,uploaded,电路实验lesson_5,课程,电路实验,lesson_5,4,2.2,single_page_multi_file,电路实验 | lesson_5 | 示波器 | 元件特性 | 相位差 | 伏安特性 | 一阶电路 | 实验七 | 实验指导,收录电路实验相关lesson_5，共4个文件，约2.2MB。关键词：示波器、电路实验、元件特性、相位差、伏安特性、一阶电路、实验七、实验指导。内容概览：实验指导书，介绍用示波器测量电压、电流、相位差及元件特性的方法。包括RC移相电路相位差测量（直接法、椭圆截距法、示波器直接读取）和线性/非线性电阻伏安特性曲线测量。 本实验学习用示波器观察一阶电路过渡过程，测量时间常数，并观察RC电路在方波激励下的响应规律。通过选择不同电阻值，观察不同时间常数下的电压电流波形，并测量时间常数与理论值对比。
105,uploaded,电路实验lesson_6,课程,电路实验,lesson_6,4,1.26,single_page_multi_file,电路实验 | lesson_6 | 二阶电路 | 过阻尼 | 欠阻尼 | 谐振频率 | 幅频特性 | 相频特性 | 串联谐振,"收录电路实验相关lesson_6，共4个文件，约1.3MB。关键词：二阶电路、过阻尼、欠阻尼、电路实验、谐振频率、幅频特性、相频特性、串联谐振。内容概览：本实验研究RLC串联二阶电路在正方波激励下的响应，通过改变电阻R使电路处于过阻尼或欠阻尼状态，观察并记录u_s、u_C、i_L波形，计算振荡角频率和阻尼系数，绘制状态轨迹。实验需预习理论知识并确定参数（L=100mH, C=0.1μF, 方波10Vpp, 200Hz）。 本实验旨在观察RLC串联谐振现象，理解谐振条件与特点，学习测定频率特性曲线。实验要求预习"
106,uploaded,电路实验simulation1,课程,电路实验,simulation1,4,1.2,single_page_multi_file,电路实验 | simulation1 | 线性有源一端口网络 | 等效参数测量 | Multisim | 仿真实验 | 戴维南等效 | 开路电压 | 等效电阻,收录电路实验相关simulation1，共4个文件，约1.2MB。关键词：线性有源一端口网络、等效参数测量、Multisim、电路实验、仿真实验、戴维南等效、开路电压、等效电阻。内容概览：本文件为华中科技大学《电路测试技术基础》课程实验二的仿真要求，涉及线性有源一端口网络等效参数（开路电压、短路电流、等效电阻）的测量。任务包括设计含1-2个独立电压源和3-4个电阻的混联电路，确保元件安全；通过Multisim仿真获得端口伏安关系，并构建戴维南等效电路。预习要求涵盖电路创建、直流扫描分析、参数扫描求最大功率及等效参数测量方法。 该仿真实验报告涉
107,uploaded,电路实验simulation3,课程,电路实验,simulation3,3,1.88,single_page_multi_file,电路实验 | simulation3 | 二阶电路 | RLC串联 | 暂态响应 | 过阻尼 | 欠阻尼 | Multisim | 状态轨迹 | 实验指导,"收录电路实验相关simulation3，共3个文件，约1.9MB。关键词：二阶电路、RLC串联、暂态响应、过阻尼、欠阻尼、Multisim、状态轨迹、实验指导。内容概览：本实验指导书针对RLC串联二阶电路在正方波激励下的响应，涵盖过阻尼与欠阻尼状态的波形观察、状态轨迹绘制及振荡角频率与阻尼系数的测量。实验要求掌握暂态过程理论，确定电路参数（L=100mH, C=0.1μF），并记录电阻值。 华中科技大学电路测试技术基础课程实验十：二阶电路响应仿真要求。使用Multisim软件对RLC串联二阶电路进行仿真，改变电阻R使电容电压"
108,uploaded,电路测试技术实验报告-电气,课程,电路实验,实验资料,1,0.18,single_page_multi_file,电路实验 | 实验资料 | 电路测试技术 | 实验报告 | 线性有源一端口网络 | 等效参数 | 电气,收录电路实验相关实验资料，共1个文件，约0.2MB。关键词：电路测试技术、实验报告、线性有源一端口网络、等效参数、电气。内容概览：华中科技大学电气与电子工程学院电路测试课程组的实验报告说明，涵盖实验目的、原理、任务、数据记录、结果分析及报告要求，强调预习、原始记录和工程化绘图。
109,skipped_by_default_policy,电路实验教材,课程,电路实验,教材,2,133.8,single_page_multi_file,电路实验 | 教材 | 电子技术基础实验 | 电子电路实验 | 设计 | 现代EDA技术 | 扫描件,收录电路实验相关教材，共2个文件，约133.8MB。关键词：电路实验、电子技术基础实验、电子电路实验、设计、现代EDA技术、教材、扫描件。内容概览：该资料为电子技术基础实验与电子电路实验的设计及现代EDA技术相关PDF文件，涵盖电路实验课程中的实验设计、电子电路分析与EDA技术应用，适合电路实验课程学习参考。 电路实验课程的教材扫描件。
110,uploaded,电路实验综合试验,课程,电路实验,综合试验,4,406.94,single_page_multi_file,电路实验 | 综合试验 | 电机调速 | PWM | LabVIEW | ULN2003 | 实验要求 | 电路测试 | 综合实验 | 实验项目,收录电路实验相关综合试验，共4个文件，约406.9MB。关键词：电机调速、PWM、LabVIEW、ULN2003、实验要求、电路测试、综合实验、实验项目。内容概览：电路测试综合实验项目的PPT演示文稿 利用NI-myDAQ进行电机调速实验，通过LabVIEW编程输出PWM波，经ULN2003驱动直流电机，实现占空比可调的转速控制。
111,uploaded,电路理论复习资料,课程,电路理论,复习资料,13,80.35,single_page_multi_file,电路理论 | 复习资料 | 串讲 | 电分 | 电路分析 | 三相电路 | 电气学院 | 样卷 | 勘误,收录电路理论相关复习资料，共13个文件，约80.4MB。关键词：电路理论、串讲、电分、电路分析、三相电路、电气学院、样卷、勘误。内容概览：电路分析上册串讲课件，由毛晨燊制作。 电路分析上册串讲课件，作者方凯嵩。
112,uploaded,电路理论往年题,课程,电路理论,往年题,13,45.82,single_page_multi_file,电路理论 | 往年题 | 试卷 | 答案 | 真题 | 回忆版 | 电气学院 | 电路 | 样卷,收录电路理论相关往年题，共13个文件，约45.8MB。关键词：电路理论、试卷、答案、真题、回忆版、电气学院、电路、样卷。内容概览：2019-2020学年电路理论课程试卷及答案，共4页。 2023-2024学年春季学期电路理论期末考试试卷及参考答案（回忆版），包含十道大题，涵盖电路分析、戴维南定理、最大功率传输、正弦稳态、三相电路等知识点。
113,skipped_by_default_policy,电路理论教材,课程,电路理论,教材,5,407.48,single_page_multi_file,电路理论 | 教材 | 基础篇 | 颜秋容 | 第2版 | 高级篇 | 第二版 | 第6-13章,收录电路理论相关教材，共5个文件，约407.5MB。关键词：电路理论、基础篇、教材、颜秋容、第2版、高级篇、第二版、第6-13章。内容概览：电路理论基础篇教材 电路理论基础篇第2版教材，涵盖电路基本概念、定律和分析方法，适合初学者系统学习电路理论。
114,uploaded,第12章三相正弦稳态电路,课程,电路理论,课件,1,2.19,single_page_multi_file,电路理论 | 课件 | 三相电路 | 正弦稳态 | 电路分析,收录电路理论相关课件，共1个文件，约2.2MB。关键词：三相电路、正弦稳态、电路分析。内容概览：第12章三相正弦稳态电路PPT课件
115,uploaded,电路理论课程资料,课程,电路理论,课程资料,22,37.53,single_page_multi_file,电路理论 | 课程资料 | 零输入响应 | 全响应 | 正弦稳态电路 | 动态电路 | 正弦稳态分析 | 电路模型 | 基本定律,收录电路理论相关课程资料，共22个文件，约37.5MB。关键词：电路理论、零输入响应、全响应、正弦稳态电路、动态电路、正弦稳态分析、电路模型、基本定律。内容概览：第18章动态电路的状态方程，包括状态变量分析的基本概念、状态方程的建立、复频域解法和状态空间与状态轨迹。 第16章二端口网络，包括定义、参数、等效电路、相互连接及有载二端口网络。
116,skipped_by_default_policy,西方经济学教材,课程,西方经济学,教材,2,186.01,single_page_multi_file,西方经济学 | 教材 | 第二版 | 宏观经济学 | 微观经济学 | 下册 | 宏观经济,收录西方经济学相关教材，共2个文件，约186.0MB。关键词：西方经济学、教材、第二版、宏观经济学、微观经济学、下册、宏观经济。内容概览：《西方经济学（第二版）上册》是高校经济学基础教材，涵盖微观与宏观经济学核心理论，适合本科教学使用。 《西方经济学（第二版）下册》是《西方经济学》编写组编写的宏观经济学教材，涵盖国民收入决定、失业与通货膨胀、经济增长等核心内容，适合高校经济学课程使用。
117,uploaded,计算机复习资料,课程,计算机,复习资料,3,6.83,single_page_multi_file,计算机 | 复习资料 | 逻辑代数 | 数字电路与逻辑设计 | 逻辑门电路 | CMOS | TTL | MOS管 | 数字逻辑 | 数制转换,收录计算机相关复习资料，共3个文件，约6.8MB。关键词：逻辑代数、数字电路与逻辑设计、逻辑门电路、CMOS、TTL、MOS管、数字逻辑、数制转换。内容概览：本章介绍逻辑门电路的基本概念、分类及工作原理，重点讲解CMOS和TTL门电路的结构、特性与应用，包括MOS管的开关特性、基本逻辑门（与、或、与非等）的功能，以及三态门、OD门和传输门等特殊门电路。同时涵盖逻辑门电路的使用注意事项和Verilog HDL描述方法。 计算机学科数字逻辑课程习题，涵盖二进制数识别、十进制与二进制/八进制/十六进制转换、原码反码补码
118,uploaded,计算机实验资料,课程,计算机,实验资料,2,6.84,single_page_multi_file,计算机 | 实验资料 | 信号与系统 | 语音伪装器 | 工程设计 | 2024 | 计算机组成原理 | 数据表示实验 | 运算器实验 | 实验报告,收录计算机相关实验资料，共2个文件，约6.8MB。关键词：信号与系统、语音伪装器、工程设计、2024、计算机组成原理、数据表示实验、运算器实验、实验报告。内容概览：华中科技大学光学与电子信息学院《信号与系统》课程工程设计报告，题目为语音伪装器设计。报告包括变声原理理论模型（重采样、时域压拓、Griffin & Lim算法、STFT瞬时频率估算、PV-TSM原理）和程序设计（GUI、音频录制播放、波形频谱显示、主要函数如wsola时间伸缩、pitch_shift_audio音高变换、formant_shift共振峰移位）
119,uploaded,2025年 电信 计算机组成原理与接口技术 考试卷回忆版初稿（计组 微机原理）,课程,计算机,往年题,1,0.78,single_page_multi_file,计算机 | 往年题 | 计算机组成原理 | 接口技术 | 考试卷 | 回忆版 | 2025年 | 填空题 | MIPS汇编 | 单精度浮点数,收录计算机相关往年题，共1个文件，约0.8MB。关键词：计算机组成原理、接口技术、考试卷、回忆版、2025年、填空题、MIPS汇编、单精度浮点数。内容概览：2025年电信学院计算机组成原理与接口技术考试回忆版，包含填空题（单精度浮点数、C语言溢出、计算机组成结构、PC寄存器）和MIPS汇编题（递归求数位和、大小写翻转），涉及栈操作、大小端存储等知识点。
120,uploaded,计算机课程资料,课程,计算机,课程资料,2,3.3,single_page_multi_file,计算机 | 课程资料 | 二进制 | 算术运算 | 无符号数 | 有符号数 | 加法 | 减法 | 乘法 | 保研,收录计算机相关课程资料，共2个文件，约3.3MB。关键词：二进制、算术运算、无符号数、有符号数、加法、减法、乘法、保研。内容概览：介绍二进制数的算术运算，包括无符号和有符号数的加法、减法、乘法规则及示例。 华中科技大学集成电路学院2025年保研手册，包含指导委员会、编委会及版权信息。
121,skipped_by_default_policy,课外书教材,课程,课外书,教材,11,356.22,single_page_multi_file,课外书 | 教材 | 小说 | 余华 | 2018 | Educated | Tara Westover | 回忆录 | 非虚构,收录课外书相关教材，共11个文件，约356.2MB。关键词：课外书、小说、余华、2018、Educated、Tara Westover、回忆录、非虚构。内容概览：《Educated》是Tara Westover的回忆录，讲述她如何在极端生存主义家庭中成长，通过自学考入大学，最终获得剑桥大学博士学位的故事。本书探讨教育、家庭、身份认同等主题，出版于2018年。 张维为《中国三部曲》包括《中国震撼》《中国触动》《中国超越》，探讨中国作为文明型国家的崛起、观察与思考，以及光荣与梦想。
122,uploaded,置身事内 中国政府与经济发展【复旦经院“毕业课”解读经济生活背后的政府角色。罗永浩、刘格菘、张军、,课程,课外书,课程资料,1,4.66,single_page_multi_file,课外书 | 课程资料 | 置身事内 | 中国政府与经济发展 | 兰小欢 | 政府角色 | 经济发展,收录课外书相关课程资料，共1个文件，约4.7MB。关键词：置身事内、中国政府与经济发展、兰小欢、政府角色、经济发展、课外书。内容概览：本书由兰小欢撰写，深入剖析中国政府在经济发展中的角色与作用，结合现实案例，解读经济生活背后的政府逻辑，适合对政治经济学感兴趣的读者。
123,uploaded,近现代史复习资料,课程,近现代史,复习资料,5,1.02,single_page_multi_file,近现代史 | 复习资料 | 鸦片战争 | 半殖民地半封建社会 | 中国近现代史纲要 | 选择题题库 | 南京条约 | 英国资产阶级革命 | 资本输出,收录近现代史相关复习资料，共5个文件，约1.0MB。关键词：近现代史、鸦片战争、半殖民地半封建社会、中国近现代史纲要、选择题题库、南京条约、英国资产阶级革命、资本输出。内容概览：本文档为近现代史课程课后思考题参考答案，涵盖鸦片战争作为中国近代史起点的原因、近代中国的主要矛盾、社会性质及其基本特征等核心知识点，适合复习备考使用。 《中国近现代史纲要》选择题题库，包含鸦片战争、近代中国社会矛盾、不平等条约等知识点，附答案，适合复习备考。
124,uploaded,量子力学复习资料,课程,量子力学,复习资料,8,55.07,single_page_multi_file,量子力学 | 复习资料 | 曾谨言 | 曾谨言教程 | 答案 | 孙雅婷 | 平衡态统计物理 | 刘川 | 北京大学,收录量子力学相关复习资料，共8个文件，约55.1MB。关键词：量子力学、曾谨言、曾谨言教程、答案、孙雅婷、平衡态统计物理、刘川、北京大学。内容概览：孙雅婷整理的《曾谨言教程答案》PDF，涵盖量子力学课程习题解答，适合复习与自测。 刘川编写的《平衡态统计物理》讲义，适用于北京大学物理学院课程。讲义从系综理论出发，略去热力学和非平衡态统计，重点讲述平衡态统计，并融入热力学内容。新增液体统计理论、稀薄等离子体Debye-Hückel理论及自旋模型相变等内容。每章附有习题，分为基础与拓展两类。先修课程为普物热学
125,uploaded,量子力学实验资料,课程,量子力学,实验资料,2,11.64,single_page_multi_file,量子力学 | 实验资料 | 波函数 | 薛定谔方程 | 德布罗意波 | 电子衍射 | 华中科技大学 | 集成电路学院 | 真题,收录量子力学相关实验资料，共2个文件，约11.6MB。关键词：量子力学、波函数、薛定谔方程、德布罗意波、电子衍射、华中科技大学、集成电路学院、真题。内容概览：本章介绍波函数和薛定谔方程，从德布罗意波假设出发，推导物质波的能量动量关系，并回顾1927年戴维孙-革末电子衍射实验验证电子的波动性。最后引入薛定谔方程，建立波函数与粒子能量、动量的联系。 华中科技大学集成电路学院2022级量子力学考题（学生记忆版），包含选择题、简答题（量子力学诞生困难、电子波动性实验）、一维势垒散射、角动量本征态、Lx矩阵本征值、微扰论、
126,uploaded,量子力学往年题,课程,量子力学,往年题,5,36.38,single_page_multi_file,量子力学 | 往年题 | 2025 | 划重点 | 彩印 | 复习资料 | 试题回忆 | 选择题 | 简答题,收录量子力学相关往年题，共5个文件，约36.4MB。关键词：量子力学、2025、划重点、彩印、复习资料、试题回忆、选择题、简答题。内容概览：量子力学课程重点整理资料，彩印版，适用于期末复习或考前冲刺，涵盖核心知识点与考点总结。 2025年量子力学试题回忆版，包含10道选择题（涉及波粒二象性、量子化条件、波函数性质、能级结构、自旋-轨道耦合等）、1道简答题（简述普朗克等科学家的贡献）和7道计算题（涵盖平面波归一化、动量平均值、角动量本征函数、变分法求基态能量、表象变换、全同玻色子波函数、自旋算符等
127,skipped_by_default_policy,量子力学教材,课程,量子力学,教材,14,262.85,single_page_multi_file,量子力学 | 教材 | 刘川 | 北京大学 | 曾谨言 | 教程 | 格里菲斯 | 中文版,收录量子力学相关教材，共14个文件，约262.8MB。关键词：量子力学、教材、刘川、北京大学、曾谨言、教程、格里菲斯、中文版。内容概览：Griffiths《量子力学概论（第三版）》勘误表，机械工业出版社2023年出版，2024年1月第2次印刷。包含从第2页到第336页的多处勘误，涉及公式、脚注、图表和习题的修正，如式(1.2)中常数修正、脚注作者名更正、图2.7纵坐标调整等。适用于使用该教材的师生参考。 张鹏飞编写的《曾谨言导论和教程答案》PDF，提供量子力学课程习题解答，适用于曾谨言教材的
128,skipped_by_default_policy,量子力学格里菲斯和科恩量子力学笔记,课程,量子力学,格里菲斯和科恩量子力学笔记,57,9.91,consider_zip_or_split,量子力学 | 格里菲斯和科恩量子力学笔记 | PDF | 资料 | 波函数 | eps | 能级 | 未知年份 | pdf,收录量子力学相关格里菲斯和科恩量子力学笔记，共57个文件，约9.9MB。关键词：量子力学、PDF、资料、波函数、eps、能级、未知年份、pdf。内容概览：世界图书出版社有限公司北京分公司购权英文图书仅限中国大陆销售，不得销往境外，违者追究法律责任。封面包含版权警告及扫码惊喜提示。 量子力学入门教材，涵盖波函数、薛定谔方程、定态问题、一维势阱（无限深、有限深、δ函数）、简谐振子、自由粒子、形式化理论（可观测量、不确定性原理、表象理论）及三维空间量子力学（氢原子）。适合初学者，无应用与例题。
129,uploaded,量子力学课件,课程,量子力学,课件,4,30.96,single_page_multi_file,量子力学 | 课件 | 讲义 | 陈童 | 2021 | 电动力学 | 刘川 | 北京大学 | 2003,收录量子力学相关课件，共4个文件，约31.0MB。关键词：量子力学、讲义、陈童、2021、电动力学、刘川、北京大学、2003。内容概览：陈童编写的《量子力学新讲》讲义，涵盖量子力学建立、普朗克能量量子化、玻尔氢原子模型、波粒二象性等内容，适用于学习与教学。 北京大学刘川教授编写的经典电动力学讲义，版本历经多次更新（1.0至1.5），涵盖静电学、电磁波传播、辐射、多极场、色散介质、波导与光纤等内容，采用国际单位制与高斯制混合使用，适合物理专业学生与教师学习参考。
130,uploaded,量子力学笔记—冷轩(宁波大学物理与技术学院，讲师),课程,量子力学,课程资料,1,6.74,single_page_multi_file,量子力学 | 课程资料 | 冷轩 | 笔记 | 2021,收录量子力学相关课程资料，共1个文件，约6.7MB。关键词：量子力学、冷轩、笔记、2021。内容概览：冷轩（宁波大学物理与技术学院讲师）编写的量子力学笔记，包含个人主页、科研工作及联动文档链接，强调内容可能存在疏漏，欢迎指正。
131,uploaded,马原复习资料,课程,马原,复习资料,17,43.07,single_page_multi_file,马原 | 复习资料 | 马克思主义基本原理 | PDF | 复习提纲 | 导论 | 复习笔记 | 题库 | 模电,收录马原相关复习资料，共17个文件，约43.1MB。关键词：马原、马克思主义基本原理、PDF、复习提纲、导论、复习笔记、题库、模电。内容概览：本文为马克思主义基本原理导论复习笔记，涵盖马克思主义的定义、组成（哲学、政治经济学、科学社会主义）及基本原理，并介绍其创立的社会历史条件、工人运动背景和思想理论渊源。 马原课程2023年总复习PPT，涵盖核心知识点与复习要点。
132,skipped_by_default_policy,马原往年题,课程,马原,往年题,26,35.98,single_page_multi_file,马原 | 往年题 | 选择题 | 马克思主义基本原理 | 提纲 | 原理 | 2023-2024 | A卷 | 考试,收录马原相关往年题，共26个文件，约36.0MB。关键词：马原、选择题、马克思主义基本原理、提纲、原理、2023-2024、A卷、考试。内容概览：2020年6月模拟电子技术期末考试试卷，适用于马原学科，包含电路分析、放大电路等核心知识点，适合复习备考。 2021-2022学年马克思主义基本原理期末考试试卷，适用于高校马原课程复习备考。
133,skipped_by_default_policy,马原教材,课程,马原,教材,15,31.56,single_page_multi_file,马原 | 教材 | 马克思主义基本原理 | 导论 | 2023年版 | 复习提纲 | 马克思主义 | 世界的物质性及发展规律,收录马原相关教材，共15个文件，约31.6MB。关键词：马原、教材、马克思主义基本原理、导论、2023年版、复习提纲、马克思主义、世界的物质性及发展规律。内容概览：本导论介绍马克思主义的含义、创立、发展、基本特征及当代价值，强调马克思主义是科学理论体系，包含哲学、政治经济学和科学社会主义三部分，并阐述其基本立场、观点和方法。 本章介绍辩证唯物主义基本原理，包括物质观、世界的物质统一性、物质与意识的辩证关系、联系与发展的基本规律等。强调运用唯物辩证法分析解决问题，增强思维能力。涵盖哲学基本问题、物质范畴的历史发展等内容。
